# JD	Flux	Error
2.457127688645833172e+06 1.061356524369690080e+00 1.605169061947356313e-02
2.457127688761574216e+06 1.028574143902740712e+00 1.515084784044665352e-02
2.457127688877314795e+06 1.078090951652999063e+00 1.574905794998310987e-02
2.457127688993055373e+06 1.079080687759055746e+00 1.603844559156659966e-02
2.457127689108796418e+06 9.695150697298251519e-01 1.452262329149975849e-02
2.457127689224536996e+06 9.819903719521145824e-01 1.513614894247807333e-02
2.457127689340277575e+06 9.708486571762786621e-01 1.448839522221454477e-02
2.457127689456018619e+06 1.036345606454102120e+00 1.618912784486521358e-02
2.457127689571759198e+06 9.872589744860884586e-01 1.488879660290266457e-02
2.457127689687499776e+06 9.740254284859171108e-01 1.522410679329705592e-02
2.457127689803240821e+06 1.038863187690821643e+00 1.588827824690542193e-02
2.457127689918981399e+06 1.062793698347513249e+00 1.654917773123055699e-02
2.457127690034722444e+06 9.704437530299576675e-01 1.618678298277708913e-02
2.457127690150463022e+06 9.103211376673545630e-01 1.550749270764098693e-02
2.457127690266203601e+06 9.310844440952217305e-01 1.492585975679402641e-02
2.457127690381944645e+06 9.755929747876735947e-01 1.585192333907813056e-02
2.457127690497685224e+06 1.022686816135639054e+00 1.956031310616540911e-02
2.457127690613425802e+06 9.873264066835516495e-01 1.663501285644251870e-02
2.457127690729166847e+06 1.036712632179732196e+00 1.651518762867539014e-02
2.457127690844907425e+06 9.549485416903471524e-01 1.525725117776894312e-02
2.457127690960648004e+06 1.103331375549317706e+00 1.736054783373684046e-02
2.457127691076389048e+06 1.135365274857401907e+00 1.731260450939687071e-02
2.457127691192129627e+06 9.277224075689850524e-01 1.486715588002732007e-02
2.457127691307870205e+06 9.631931680757275238e-01 1.434826496438745651e-02
2.457127691423611250e+06 1.014726491657431007e+00 1.536375432702065218e-02
2.457127691539351828e+06 1.012424148163817650e+00 1.572774793649310901e-02
2.457127691655092407e+06 9.573964731009451112e-01 1.477482174808334922e-02
2.457127691770833451e+06 1.009789178783794927e+00 1.548197883943063999e-02
2.457127691886574030e+06 8.924563483734845315e-01 1.433418703705854197e-02
2.457127692002314609e+06 1.619982268325402153e+00 2.541311453542725862e-02
2.457127692118055653e+06 9.767203783250753002e-01 1.504900912282780556e-02
2.457127692233796231e+06 1.086295128903926877e+00 1.622742240858599666e-02
2.457127692349536810e+06 9.954650834095880585e-01 1.611201740526607695e-02
2.457127692465277854e+06 9.534597923512357909e-01 1.567921531907521399e-02
2.457127692581018433e+06 1.050684077600075650e+00 1.729905501059276693e-02
2.457127692696759477e+06 1.030173088168936157e+00 1.684953736786251599e-02
2.457127692812500056e+06 1.025793509161008643e+00 1.654637554929580187e-02
2.457127692928240635e+06 9.411394868322110474e-01 1.547710419460357652e-02
2.457127693043981679e+06 1.071555742583709003e+00 1.710394795248433228e-02
2.457127693159722257e+06 9.206633974695254130e-01 1.479093743396313332e-02
2.457127693275462836e+06 1.038873668764639824e+00 1.649793508322578914e-02
2.457127693391203880e+06 1.165016064993042111e+00 1.731110005872497221e-02
2.457127693506944459e+06 1.037442898707825467e+00 1.535445998115023483e-02
2.457127693622685038e+06 9.534961214846042754e-01 1.444412722973512780e-02
2.457127693738426082e+06 9.572490687588699476e-01 1.469196892481184832e-02
2.457127693854166660e+06 9.994881396198842527e-01 1.559822182879103125e-02
2.457127693969907239e+06 1.028564520732763832e+00 1.656838878063494891e-02
2.457127694085648283e+06 1.094574009190218078e+00 1.689834215879776683e-02
2.457127694201388862e+06 9.469680533756774654e-01 1.482514073988456561e-02
2.457127694317129441e+06 1.017043084529751784e+00 1.545473239507780261e-02
2.457127694432870485e+06 9.964743691287939464e-01 1.576709484724284419e-02
2.457127694548611064e+06 9.474599551410738396e-01 1.549481471533653044e-02
2.457127694664351642e+06 9.132537599602190692e-01 1.565856405451115582e-02
2.457127694780092686e+06 9.097319126815588408e-01 1.611683673889600585e-02
2.457127694895833265e+06 8.637573831479079534e-01 1.699432520841132055e-02
2.457127695011573844e+06 7.171403123456989714e-01 1.541094043522936614e-02
2.457127695127314888e+06 5.755531906145232579e-01 1.513298307965759391e-02
2.457127695243055467e+06 4.919247593325528078e-01 1.316547782450836271e-02
2.457127695358796511e+06 4.336594299686980514e-01 1.300931676053807169e-02
2.457127695474537089e+06 4.582195438317329117e-01 1.362930540517268488e-02
2.457127695590277668e+06 5.922881154318049290e-01 1.327234517597874683e-02
2.457127695706018712e+06 6.892283215176328026e-01 1.363707735063943681e-02
2.457127695821759291e+06 8.724319661284338778e-01 1.551567962287551776e-02
2.457127695937499870e+06 8.998833160143273613e-01 1.482774013560177531e-02
2.457127696053240914e+06 9.405994739371794644e-01 1.586750365214585623e-02
2.457127696168981493e+06 1.028991741336852117e+00 1.527049683240106447e-02
2.457127696284722071e+06 1.000386942770305376e+00 1.559875649145309358e-02
2.457127696400463115e+06 1.008663821792773474e+00 1.537137243416666042e-02
2.457127696516203694e+06 9.199140348741460249e-01 1.501480698543290922e-02
2.457127696631944273e+06 9.494129430194931940e-01 1.472311289002836525e-02
2.457127696747685317e+06 9.230512520605309579e-01 1.511770897280664133e-02
2.457127696863425896e+06 9.989856576244365849e-01 1.635295779080170667e-02
2.457127696979166474e+06 1.089991500198667973e+00 1.783276998600510227e-02
2.457127697094907518e+06 1.011692241233180800e+00 1.834461400885094295e-02
2.457127697210648097e+06 9.109046622206916632e-01 1.432092532187132991e-02
2.457127697326388676e+06 9.502490906213623134e-01 1.507016585159594475e-02
2.457127697442129720e+06 1.030315187065353078e+00 1.777454235367880234e-02
2.457127697557870299e+06 1.158188384100330870e+00 1.946680869751244228e-02
2.457127697673611343e+06 9.482526121237100369e-01 1.573832220918734009e-02
2.457127697789351922e+06 1.064148235604904125e+00 1.805965189331842566e-02
2.457127697905092500e+06 9.309456729848619716e-01 1.615769686222294846e-02
2.457127698020833544e+06 9.881209558803548676e-01 1.527865639381663365e-02
2.457127698136574123e+06 1.113782958271274159e+00 1.725122680762604735e-02
2.457127698252314702e+06 1.028242741019631978e+00 1.524924008840112394e-02
2.457127698368055746e+06 1.080034473052854382e+00 1.677029296809934983e-02
2.457127698483796325e+06 1.045132532364209110e+00 1.714825523229514953e-02
2.457127698599536903e+06 9.531915094981696646e-01 1.563975920909642034e-02
2.457127698715277947e+06 1.012511425083033823e+00 1.559078302687177085e-02
2.457127698831018526e+06 1.056931247549917519e+00 1.633263253937991197e-02
2.457127698946759105e+06 9.602764393510566654e-01 1.469269927396129292e-02
2.457127699062500149e+06 9.312442689764245385e-01 1.443206253713483905e-02
2.457127699178240728e+06 9.616361958673536048e-01 1.409651690898862039e-02
2.457127699293981306e+06 1.033208831075945078e+00 1.530402106160063877e-02
2.457127699409722351e+06 1.006683054881116313e+00 1.505188595635849856e-02
2.457127699525462929e+06 1.032091682335464444e+00 1.543987930307481535e-02
2.457127699641203508e+06 9.554451047597403157e-01 1.423339334947956551e-02
2.457127699756944552e+06 1.061231777645387675e+00 1.558013965742285206e-02
2.457127699872685131e+06 9.728339681108493231e-01 1.435364242493468966e-02
2.457127699988425709e+06 1.027268973132742680e+00 1.528028055894033177e-02
2.457127700104166754e+06 9.599991707221334769e-01 1.486745547787067696e-02
2.457127700219907332e+06 1.081515359004143306e+00 1.627539383368547393e-02
2.457127700335648376e+06 1.052901227924630811e+00 1.643877663274193393e-02
2.457127700451388955e+06 9.865126089666551579e-01 1.566573900264285266e-02
2.457127700567129534e+06 9.837398155890059170e-01 1.491821603837878776e-02
2.457127700682870578e+06 1.033988290585006853e+00 1.569367197958669927e-02
2.457127700798611157e+06 1.044642322529989453e+00 1.545894678908428001e-02
2.457127700914351735e+06 1.000476844789508934e+00 1.514981168828223417e-02
2.457127701030092780e+06 9.937178806978529400e-01 1.483874851259606859e-02
2.457127701145833358e+06 9.882450555563809802e-01 1.499992041119426432e-02
2.457127701261573937e+06 9.847705898723482232e-01 1.460138862679926340e-02
2.457127701377314981e+06 9.873422316640947383e-01 1.517436224322423442e-02
2.457127701493055560e+06 1.039387250610189994e+00 1.527424690330623017e-02
2.457127701608796138e+06 1.099505437309546085e+00 1.720678022409856747e-02
2.457127701724537183e+06 9.789062311805745153e-01 1.556957614954115714e-02
2.457127701840277761e+06 1.079146456554226141e+00 1.601493988290300999e-02
2.457127701956018340e+06 1.040880331003233739e+00 1.589231115784555531e-02
2.457127702071759384e+06 1.050554252492210461e+00 1.578833708623658336e-02
2.457127702187499963e+06 9.460601460811181029e-01 1.427701142095335295e-02
2.457127702303240541e+06 9.671343636648211950e-01 1.450693083456496349e-02
2.457127702418981586e+06 1.047770522222499778e+00 1.564435224202252381e-02
2.457127702534722164e+06 9.289240763901984721e-01 1.401677094149228822e-02
2.457127702650462743e+06 1.071062344913543685e+00 1.555215323232769266e-02
2.457127702766203787e+06 9.427272208937943487e-01 1.425271271651836098e-02
2.457127702881944366e+06 1.060780449676210768e+00 1.593202209651039050e-02
2.457127702997685410e+06 9.124118019503100196e-01 1.380248399249541999e-02
2.457127703113425989e+06 9.446377977059574604e-01 1.402916872367990231e-02
2.457127703229166567e+06 1.056381259784787252e+00 1.576203772438553377e-02
2.457127703344907612e+06 9.743308018388675551e-01 1.427571377603341525e-02
2.457127703460648190e+06 9.788730888186525370e-01 1.446796603555673515e-02
2.457127703576388769e+06 1.024677957614321677e+00 1.467764859981690768e-02
2.457127703692129813e+06 1.086587176648080355e+00 1.584300015641474865e-02
2.457127703807870392e+06 9.698681646963089875e-01 1.468178423887916625e-02
2.457127703923610970e+06 9.889677286974075665e-01 1.506775109363506400e-02
2.457127704039352015e+06 9.868957893736930442e-01 1.449899986926988030e-02
2.457127704155092593e+06 9.692895067058684422e-01 1.449154064683606108e-02
2.457127704270833172e+06 1.005537343553321472e+00 1.500127335875506979e-02
2.457127704386574216e+06 9.866646982593683113e-01 1.477049155564796185e-02
2.457127704502314795e+06 9.773702996162541012e-01 1.468721065625703225e-02
2.457127704618055373e+06 9.382648049035440252e-01 1.413684485380163267e-02
2.457127704733796418e+06 9.454173642172027936e-01 1.446362845387784944e-02
2.457127704849536996e+06 9.544710466266682625e-01 1.406486186490606312e-02
2.457127704965277575e+06 9.546923285571240481e-01 1.428629614470314051e-02
2.457127705081018619e+06 9.837881080009912571e-01 1.456818371495127024e-02
2.457127705196759198e+06 1.003791723234793709e+00 1.532118569308879401e-02
2.457127705312499776e+06 8.847518652526855654e-01 1.371498032085133843e-02
2.457127705428240821e+06 1.088902518462599778e+00 1.590762128493129410e-02
2.457127705543981399e+06 9.759583896183293694e-01 1.484652090739321459e-02
2.457127705659722444e+06 1.017977801248368896e+00 1.577387359920585930e-02
2.457127705775463022e+06 9.901535279473950846e-01 1.498212397418722391e-02
2.457127705891203601e+06 9.196096981262389392e-01 1.467631495552154490e-02
2.457127706006944645e+06 1.053157468222406523e+00 1.612952580726002491e-02
2.457127706122685224e+06 9.628975780471922263e-01 1.478973021253731854e-02
2.457127706238425802e+06 1.002505027062329246e+00 1.536886536213646730e-02
2.457127706354166847e+06 9.702661136479225901e-01 1.476986606296165974e-02
2.457127706469907425e+06 1.027751396874541312e+00 1.542419058040768801e-02
2.457127706585648004e+06 1.024498438943762135e+00 1.583212132159923444e-02
2.457127706701389048e+06 9.811005009073173744e-01 1.493006626690947594e-02
2.457127706817129627e+06 9.999053345851307562e-01 1.522389829547346821e-02
2.457127706932870205e+06 1.048864384431236640e+00 1.562472719243747192e-02
2.457127707048611250e+06 9.715914984045846969e-01 1.504648376277744823e-02
2.457127707164351828e+06 9.839987059516505097e-01 1.534719874302740809e-02
2.457127707280092407e+06 9.627923785268921453e-01 1.525862065615312714e-02
2.457127707395833451e+06 9.726385977873900357e-01 1.518147547588593466e-02
2.457127707511574030e+06 9.505075143293170159e-01 1.481527388479598507e-02
2.457127707627314609e+06 9.981237128166289274e-01 1.627012827975007209e-02
2.457127707743055653e+06 9.081697429199593330e-01 1.422425621395344113e-02
2.457127707858796231e+06 1.005386048914609365e+00 1.550486040764905392e-02
2.457127707974536810e+06 9.758918728389954778e-01 1.535745720809614766e-02
2.457127708090277854e+06 8.347328153235834547e-01 1.396597753495456423e-02
2.457127708206018433e+06 9.778608094042100518e-01 1.628971976666801838e-02
2.457127708321759477e+06 1.173960098215559800e+00 1.970637572141123450e-02
2.457127708437500056e+06 9.508423202978035782e-01 1.610490951197700998e-02
2.457127708553240635e+06 9.756053069731476235e-01 1.575295766184591287e-02
2.457127708668981679e+06 1.046153629148101283e+00 1.674525097668962820e-02
2.457127708784722257e+06 9.127046455131772040e-01 1.651286940915872720e-02
2.457127708900462836e+06 1.006164226845652987e+00 1.686656935339080066e-02
2.457127709016203880e+06 1.089543175911206863e+00 1.908197683254051966e-02
2.457127709131944459e+06 9.451887014194072512e-01 1.703859755113992791e-02
2.457127709247685038e+06 1.000223823128247869e+00 1.806179022508816803e-02
2.457127709363426082e+06 1.091525860575281559e+00 1.917481021271510641e-02
2.457127709479166660e+06 1.040747492295674981e+00 1.818316129330188602e-02
2.457127709594907239e+06 1.036342219973551693e+00 2.030471061992360562e-02
2.457127709710648283e+06 9.679083270105018899e-01 2.115350503192537854e-02
2.457127709826388862e+06 1.023453443413145258e+00 2.298501375838097119e-02
2.457127709942129441e+06 1.053110793154471647e+00 1.965723329471858599e-02
2.457127710057870485e+06 8.726742745896708398e-01 1.803091177077180418e-02
2.457127710173611064e+06 1.048602579700422588e+00 2.822377272697250070e-02
2.457127710289351642e+06 9.764836436633576033e-01 2.219422562992680661e-02
2.457127710405092686e+06 8.615573415945951830e-01 2.146420936912656410e-02
2.457127710520833265e+06 1.034450532581525417e+00 3.245213552238422616e-02
2.457127710636573844e+06 1.008178673433812067e+00 5.540600314396767340e-02
2.457127710752314888e+06 8.072138298759143904e-01 3.081168496528528811e-02
2.457127710868055467e+06 9.088147072256055337e-01 2.062330106409526742e-02
2.457127710983796511e+06 1.180157752240116320e+00 2.908200465482527197e-02
2.457127711099537089e+06 9.227301332318668114e-01 1.789029516363319777e-02
2.457127711215277668e+06 9.534000739741963493e-01 1.625752822265802769e-02
2.457127711331018712e+06 1.010643442579607365e+00 1.717949335057083332e-02
2.457127711446759291e+06 1.035056531856911599e+00 1.800624922920044529e-02
2.457127711562499870e+06 8.736498087870548934e-01 1.656279657409946704e-02
2.457127711678240914e+06 1.096282707294464975e+00 1.777997689091285333e-02
2.457127711793981493e+06 9.794112856316987692e-01 1.720216159205241110e-02
2.457127711909722071e+06 1.092965235289887982e+00 1.829345644819568850e-02
2.457127712025463115e+06 9.694679329740812923e-01 1.789285512903522959e-02
2.457127712141203694e+06 9.165853611241121524e-01 1.648240212938096444e-02
2.457127712256944273e+06 9.363531181526604241e-01 1.753945910726376067e-02
2.457127712372685317e+06 1.092468557613598623e+00 2.164730372846779966e-02
2.457127712488425896e+06 1.058217543245050463e+00 1.907784239942609400e-02
2.457127712604166474e+06 9.071457936560394231e-01 1.794300010893646116e-02
2.457127712719907518e+06 8.765279777500758485e-01 1.738024488181162674e-02
2.457127712835648097e+06 1.057897118715183771e+00 2.249014636384565405e-02
2.457127712951388676e+06 8.616110787550909089e-01 1.775449799027947750e-02
2.457127713067129720e+06 1.063152821401006864e+00 1.806413689968255215e-02
2.457127713182870299e+06 1.050438908336222665e+00 1.873414950859372125e-02
2.457127713298611343e+06 1.099557569084984143e+00 1.968823093033412325e-02
2.457127713414351922e+06 1.019447499626656706e+00 1.772038054606303245e-02
2.457127713530092500e+06 1.030139578955879598e+00 1.975118172991268545e-02
2.457127713645833544e+06 1.106340510308198688e+00 2.018106658642552023e-02
2.457127713761574123e+06 9.415477038786074226e-01 1.768391344246958083e-02
2.457127713877314702e+06 9.819268121110985570e-01 1.663543759966348151e-02
2.457127713993055746e+06 1.106205953281339971e+00 1.874029542088796046e-02
2.457127714108796325e+06 9.925173682038148648e-01 1.673710451189160467e-02
2.457127714224536903e+06 9.887730360142340524e-01 1.582889262681506579e-02
2.457127714340277947e+06 9.891563185808873726e-01 1.605012497542048291e-02
2.457127714456018526e+06 1.009317003149099001e+00 1.790842734119844210e-02
2.457127714571759105e+06 1.072192597776361334e+00 2.030593134677707162e-02
2.457127714687500149e+06 9.304805727749615452e-01 1.738443017623718390e-02
2.457127714803240728e+06 8.656966825555542089e-01 2.046655415672543263e-02
2.457127714918981306e+06 1.009547066624783218e+00 1.750611878858498657e-02
2.457127715034722351e+06 1.014328787764674722e+00 1.641975708044027260e-02
2.457127715150462929e+06 1.036190738070880135e+00 1.706292953259846978e-02
2.457127715266203508e+06 9.997039822626334615e-01 1.561491326480547205e-02
2.457127715381944552e+06 9.936693261710646263e-01 1.566335359733414534e-02
2.457127715497685131e+06 9.221556494863755171e-01 1.500597120464769278e-02
2.457127715613425709e+06 1.023462243358673307e+00 1.592838432279311892e-02
2.457127715729166754e+06 1.052520583888724381e+00 1.633784448448882473e-02
2.457127715844907332e+06 9.993617908791166959e-01 1.834878153434178760e-02
2.457127715960648376e+06 1.087480980646496009e+00 1.805143518480681677e-02
2.457127716076388955e+06 9.978346546994619759e-01 1.754978101774848018e-02
2.457127716192129534e+06 8.423827424130900798e-01 1.687747423598814564e-02
2.457127716307870578e+06 9.861229744881820913e-01 1.671557705435660138e-02
2.457127716423611157e+06 9.885902826601056237e-01 1.871040273577811996e-02
2.457127716539351735e+06 1.071210051134041441e+00 1.903594466580544806e-02
2.457127716655092780e+06 9.002489236708556275e-01 1.543570466274773664e-02
2.457127716770833358e+06 1.012435926274692255e+00 1.857351555555232167e-02
2.457127716886573937e+06 1.019564032347860971e+00 2.163719392767710428e-02
2.457127717002314981e+06 9.635629710682381832e-01 1.712005011392030152e-02
2.457127717118055560e+06 1.021418459285907465e+00 1.994583136718359323e-02
2.457127717233796138e+06 8.173530661505932216e-01 1.795132523083856069e-02
2.457127717349537183e+06 9.711381537076189119e-01 1.858371574985504676e-02
2.457127717465277761e+06 1.651771969555287711e+00 4.279544634361675398e-02
2.457127717581018340e+06 9.137540311017138261e-01 2.138764158216967248e-02
2.457127717696759384e+06 1.128591262579710097e+00 2.237780741415288169e-02
2.457127717812499963e+06 9.021836893443361260e-01 1.625033491385263762e-02
2.457127717928240541e+06 1.030027502105914206e+00 1.879665868717078983e-02
2.457127718043981586e+06 1.033042654830892415e+00 1.809876977117549218e-02
2.457127718159722164e+06 9.990554175318905328e-01 1.813548575446245412e-02
2.457127718275462743e+06 1.032832073047786015e+00 2.162805614318509886e-02
2.457127718391203787e+06 9.808534014867364981e-01 1.930066191387409466e-02
2.457127718506944366e+06 9.784863000318789750e-01 1.862904107074580401e-02
2.457127718622685410e+06 9.862457378247384554e-01 1.814514151714916035e-02
2.457127718738425989e+06 8.772974820809090746e-01 1.726267387277297116e-02
2.457127718854166567e+06 9.309286771244728032e-01 1.677735792735322515e-02
2.457127718969907612e+06 1.032582978312408972e+00 2.114092257692635687e-02
2.457127719085648190e+06 1.027876471649417978e+00 2.089958703976500104e-02
2.457127719201388769e+06 8.300975724842163395e-01 1.582482560013675349e-02
2.457127719317129813e+06 1.274216065371370110e+00 2.348548086714612876e-02
2.457127719432870392e+06 9.269031532866431888e-01 1.658952818299121515e-02
2.457127719548610970e+06 9.919771309080882560e-01 1.934375108198206628e-02
2.457127719664352015e+06 9.936296207305759243e-01 2.014269536632563515e-02
2.457127719780092593e+06 9.731913659624681356e-01 1.799878332439434209e-02
2.457127719895833172e+06 9.103566343365404601e-01 1.888602630576021943e-02
2.457127720011574216e+06 9.804969234270127787e-01 1.685667719709947956e-02
2.457127720127314795e+06 1.021065416566682149e+00 1.932199144024218315e-02
2.457127720243055373e+06 1.045356062510905515e+00 1.824453529287149364e-02
2.457127720358796418e+06 8.463272464736153466e-01 1.355711803220450463e-02
2.457127720474536996e+06 1.034898350431650682e+00 1.658510432999470152e-02
2.457127720590277575e+06 9.579501576309860100e-01 1.652424032460654557e-02
2.457127720706018619e+06 1.010155746318419201e+00 1.800190667987547691e-02
2.457127720821759198e+06 9.684127006811045213e-01 1.867660407970469713e-02
2.457127720937499776e+06 9.509651429234928788e-01 1.806352314081352550e-02
2.457127721053240821e+06 8.900980848190012118e-01 1.663153980191118403e-02
2.457127721168981399e+06 1.093466315739970884e+00 1.918538907175879743e-02
2.457127721284722444e+06 1.096179798859040266e+00 2.100451667989248691e-02
2.457127721400463022e+06 9.971144099181699083e-01 1.730831278537290491e-02
2.457127721516203601e+06 9.773517960650507375e-01 1.831207146060749233e-02
2.457127721631944645e+06 1.054387158785758949e+00 1.848529884928949707e-02
2.457127721747685224e+06 1.235087163105716535e+00 2.457856158161918561e-02
2.457127721863425802e+06 1.009861418245912468e+00 2.197042477490125309e-02
2.457127721979166847e+06 9.152759308226090518e-01 2.136044162453842529e-02
2.457127722094907425e+06 1.240862406222661196e+00 2.663701802403455055e-02
2.457127722210648004e+06 9.341036523006268633e-01 1.709008198141601098e-02
2.457127722326389048e+06 1.002216528926217265e+00 1.883588117085625499e-02
2.457127722442129627e+06 9.299095628653059054e-01 1.665814346753063599e-02
2.457127722557870205e+06 1.139913153563111292e+00 2.137335633106769023e-02
2.457127722673611250e+06 1.067855492479407031e+00 1.892770534926348225e-02
2.457127722789351828e+06 1.037794063887686358e+00 1.897563921943078158e-02
2.457127722905092407e+06 8.239445474644752077e-01 1.864632250082835091e-02
2.457127723020833451e+06 9.471152314349342571e-01 1.638971495128128952e-02
2.457127723136574030e+06 1.064447772406289516e+00 1.968671639005654603e-02
2.457127723252314609e+06 8.924847693589468278e-01 1.771000940383872513e-02
2.457127723368055653e+06 9.081713264728453749e-01 1.567194209700292426e-02
2.457127723483796231e+06 1.030210501876150264e+00 1.894758702293504113e-02
2.457127723599536810e+06 1.103322993485719161e+00 1.862147273174570919e-02
2.457127723715277854e+06 1.072621165514575203e+00 2.035217327737427750e-02
2.457127723831018433e+06 9.004648758658140295e-01 1.552024691789611471e-02
2.457127723946759477e+06 1.003436218223719312e+00 1.905637219607536278e-02
2.457127724062500056e+06 9.704191134397009977e-01 1.796725340395829637e-02
2.457127724178240635e+06 9.962329147167187093e-01 1.672368532771851754e-02
2.457127724293981679e+06 9.960235922508881012e-01 1.710891800916003805e-02
2.457127724409722257e+06 1.090972958042627727e+00 1.878918603728851541e-02
2.457127724525462836e+06 1.049453716760880395e+00 1.731647120246188748e-02
2.457127724641203880e+06 8.747581939839612630e-01 1.502686922689158884e-02
2.457127724756944459e+06 1.004945971107774838e+00 1.683909822742434698e-02
2.457127724872685038e+06 1.100864576746613865e+00 1.858306816878502535e-02
2.457127724988426082e+06 9.933727950659019257e-01 1.847362300797334919e-02
2.457127725104166660e+06 8.998305932998075241e-01 1.573035510160509035e-02
2.457127725219907239e+06 1.014457260526691273e+00 1.593485403548688603e-02
2.457127725335648283e+06 1.004430633962315245e+00 1.579790639465461846e-02
2.457127725451388862e+06 9.878222337685221843e-01 1.677967249903818125e-02
2.457127725567129441e+06 1.056878040432131849e+00 2.067513954364339976e-02
2.457127725682870485e+06 9.816373707844995300e-01 1.866332171977202331e-02
2.457127725798611064e+06 1.043345461370823291e+00 1.834015349867808287e-02
2.457127725914351642e+06 8.605068794862444914e-01 1.513511017158126158e-02
2.457127726030092686e+06 1.003349366725823311e+00 1.828324866876641225e-02
2.457127726145833265e+06 9.535551393488920224e-01 1.560078245149468246e-02
2.457127726261573844e+06 9.118032856338653680e-01 1.611084455381195726e-02
2.457127726377314888e+06 9.457331562191385599e-01 1.849809420708078272e-02
2.457127726493055467e+06 9.969544293223212561e-01 1.637998271736377381e-02
2.457127726608796511e+06 9.732597409412634404e-01 1.623744740274898901e-02
2.457127726724537089e+06 1.040428395347803736e+00 1.687339383106085597e-02
2.457127726840277668e+06 9.012612644498919634e-01 1.467178192722306228e-02
2.457127726956018712e+06 9.841637811630390420e-01 1.601376301135711694e-02
2.457127727071759291e+06 1.058000903073508470e+00 1.683727132331580556e-02
2.457127727187499870e+06 9.344453486089179250e-01 1.582391822923527244e-02
2.457127727303240914e+06 9.376833252552250197e-01 1.496072910376949547e-02
2.457127727418981493e+06 1.030627323233234138e+00 1.624961071066023666e-02
2.457127727534722071e+06 9.874814880515494497e-01 1.523994434124924940e-02
2.457127727650463115e+06 1.003799303798629694e+00 1.597896023124810438e-02
2.457127727766203694e+06 9.079864373508875763e-01 1.492664088927312185e-02
2.457127727881944273e+06 9.389180409927768700e-01 1.458522107269127031e-02
2.457127727997685317e+06 9.787771989400966266e-01 1.516991708331221281e-02
2.457127728113425896e+06 9.784660119099125586e-01 1.478014106175589738e-02
2.457127728229166474e+06 1.053566693132311327e+00 1.583369690399386367e-02
2.457127728344907518e+06 9.140985222766738749e-01 1.480140538977805370e-02
2.457127728460648097e+06 9.395482876471806799e-01 1.514907874567972441e-02
2.457127728576388676e+06 1.006985562641363074e+00 1.598130353516564323e-02
2.457127728692129720e+06 1.128599608949895083e+00 1.821387058188019339e-02
2.457127728807870299e+06 9.412854199251248222e-01 1.453340733091096001e-02
2.457127728923611343e+06 1.022172388359394057e+00 1.566263766962797468e-02
2.457127729039351922e+06 1.127604394648125785e+00 1.777529147434810108e-02
2.457127729155092500e+06 9.438027246082094646e-01 1.485239003807499979e-02
2.457127729270833544e+06 1.055699804927788588e+00 1.724061472734608400e-02
2.457127729386574123e+06 9.034598632393117112e-01 1.496673658922179247e-02
2.457127729502314702e+06 1.008081226610058501e+00 1.586734896937601336e-02
2.457127729618055746e+06 9.472140709583770635e-01 1.516295175050819642e-02
2.457127729733796325e+06 1.003801921240645711e+00 1.633906158809052614e-02
2.457127729849536903e+06 9.360966430247352754e-01 1.526822673708804097e-02
2.457127729965277947e+06 9.668710290186525169e-01 1.469601195270350998e-02
2.457127730081018526e+06 9.764340234815543917e-01 1.519376857418119030e-02
2.457127730196759105e+06 9.488625466741060777e-01 1.448306665001246329e-02
2.457127730312500149e+06 1.078481456506570568e+00 1.689905066258957922e-02
2.457127730428240728e+06 9.744591104178045304e-01 1.490171231734597687e-02
2.457127730543981306e+06 1.014220624294729367e+00 1.550697495128046388e-02
2.457127730659722351e+06 1.032338120442549689e+00 1.603960438549311210e-02
2.457127730775462929e+06 9.123791502542852871e-01 1.554394390406706010e-02
2.457127730891203508e+06 9.638265874137210698e-01 1.518116918422466807e-02
2.457127731006944552e+06 1.024922135809852808e+00 1.568199727408118790e-02
2.457127731122685131e+06 9.859166811306164790e-01 1.554115690657023423e-02
2.457127731238425709e+06 1.009729700833807531e+00 1.526457146392732299e-02
2.457127731354166754e+06 9.998790801717835075e-01 1.528837321219791469e-02
2.457127731469907332e+06 1.023761978260541605e+00 1.563009213147589088e-02
2.457127731585648376e+06 1.144617329967940300e+00 1.711223328926858925e-02
2.457127731701388955e+06 9.869110798605773560e-01 1.551659125657459809e-02
2.457127731817129534e+06 1.061643232739657883e+00 1.742591792781813045e-02
2.457127731932870578e+06 1.004641492597152519e+00 1.573685328222611951e-02
2.457127732048611157e+06 9.696980890739992365e-01 1.531542968086996130e-02
2.457127732164351735e+06 1.135059860199194581e+00 1.761640230232651774e-02
2.457127732280092780e+06 9.971962164661272165e-01 1.567010818604719358e-02
2.457127732395833358e+06 9.521130164411937269e-01 1.448207856943487318e-02
2.457127732511573937e+06 1.014954111485171895e+00 1.528560116722453392e-02
2.457127732627314981e+06 1.036718961928716709e+00 1.595611262285719784e-02
2.457127732743055560e+06 9.622058255286374262e-01 1.508222862143241902e-02
2.457127732858796138e+06 9.607247674110943603e-01 1.527263890572699324e-02
2.457127732974537183e+06 1.001132463526346994e+00 1.617455745053108726e-02
2.457127733090277761e+06 1.070123718983209349e+00 1.781421871374829283e-02
2.457127733206018340e+06 1.060719631158165477e+00 1.717527409416259171e-02
2.457127733321759384e+06 9.483045387555955053e-01 1.460846799228153990e-02
2.457127733437499963e+06 9.927239948038527606e-01 1.677445175073301320e-02
